-0.521115,51.886
-1.45257,53.4071
-1.69451,52.6387
1.26856,52.6148
1.28103,52.6491
-0.067775,51.4844
-0.245377,51.5066
-2.26622,53.5283
0.741125,51.3516
-1.23662,52.9057
-0.087081,51.5256
-2.94409,51.3565
0.042504,51.3672
-1.49397,53.6821
-2.43028,53.6098
-1.19086,52.9676
-1.84859,52.4406
-1.50282,53.6891
0.500005,51.3892
-0.17535,51.701
-0.141335,51.5138
-2.1019,53.5717
0.287263,51.487
-0.069298,51.5949
-1.91708,52.4725
-1.80868,52.5172
-1.89077,53.7522
-2.02777,52.6684
-0.13289,51.47
-2.33208,53.6348
-0.072657,51.6145
-2.52125,53.5102
-1.9121,52.5378
-0.59559,51.5096
-2.19072,53.4429
-0.23466,51.3027
-1.68236,54.9544
-1.16866,53.533
-0.577265,51.2369
-1.40969,54.9243
-0.948236,50.8482
0.563404,51.2606
1.23062,51.8411
-2.46649,50.6516
-0.662357,52.8968
-4.73644,55.9444
-0.612582,51.5147
-0.112849,51.4672
0.034667,51.4528
-3.02412,53.4087
-0.175605,51.4893
-0.346469,51.7429
0.003186,51.2464
-2.82375,56.4792
0.733727,52.4133
-1.20308,52.6265
0.680396,51.551
-1.07732,50.8
-0.444566,54.2993
-4.05127,51.082
-1.40201,54.9794
-1.13291,52.6261
-1.11282,52.6407
-0.166322,51.5339
-1.22856,53.0329
-0.148057,51.1231
-2.24931,53.3957
-0.23065,51.4999
-1.68276,52.6093
-0.203263,52.3379
-2.65946,53.5446
-3.62895,55.0809
-1.32771,54.5621
-2.90444,53.2774
-1.09586,50.795
-2.12795,53.5468
-2.21035,53.0579
-1.91724,52.5482
-1.98167,52.57
-0.149852,51.5027
-1.43284,52.8982
-3.03159,53.3942
-2.42639,53.5386
-0.336951,51.7418
-4.22164,57.4792
-2.26473,53.4345
-1.66109,52.7952
-2.16917,53.4009
-3.05558,53.8093
-2.54559,51.4317
-4.28474,55.8868
-1.5278,53.7983
-1.98742,52.597
-1.36407,53.722
-0.106483,51.4401
-0.410837,51.514
-2.38103,53.5453
-1.45493,53.587
-2.0343,52.6966
-3.06331,55.8703
-0.275721,51.409
-0.434885,54.2911
-0.187446,51.4922
-2.06896,53.47
1.39134,51.2048
-1.33696,50.903
-0.045784,51.702
0.042954,51.5771
-2.49724,53.7387
-2.38049,53.7705
-3.47804,51.6446
-0.438624,53.8581
-3.85532,51.6599
-2.29674,53.5772
0.156315,51.5509
-2.0065,55.772
-1.18622,52.6192
-1.22541,52.784
-1.89402,52.5121
-1.8956,52.4694
-2.33618,53.428
-0.193889,51.3692
-1.86439,52.8981
-2.11311,52.562
-1.54124,54.9922
-3.56284,50.4354
-2.10622,53.5474
-3.33516,51.6519
1.28463,52.638
-1.45295,53.4002
-0.381864,53.733
-0.89769,52.2436
-3.12907,55.9608
-0.05165,51.4775
-0.434071,51.3785
-0.180082,51.4166
-0.051545,51.5509
-0.214106,50.8477
-0.578458,51.2354
-1.59712,54.6244
0.013821,51.558
-0.125481,51.5769
1.17424,51.7951
-2.09027,52.5706
0.019106,51.4786
-1.12234,52.6375
-1.60233,53.816
0.43172,51.5217
-0.773639,51.2377
-0.98362,50.8476
-0.000779,51.4717
-1.82634,50.7472
-2.11974,52.4477
-3.05293,53.825
-2.77536,51.4423
-0.216399,51.7905
0.017281,51.5449
-2.16336,52.5861
-1.57622,53.8142
-0.090884,51.5587
-1.11477,52.588
-2.06996,52.6054
-2.92924,53.4522
-1.16153,52.6203
-0.165386,51.464
-2.32832,53.4229
0.167333,51.464
-3.05096,51.7013
-0.738361,52.4025
-1.29199,51.818
-2.60408,51.4814
-2.13924,52.9834
-2.98107,53.4078
-1.89463,52.5024
-2.18557,53.4376
-2.72331,52.7174
0.58088,51.5616
-3.04766,55.9417
-1.17148,52.6333
-1.31154,51.6772
-0.3802,51.6786
-0.21775,51.5536
-2.56694,53.3969
-1.30547,53.5349
-5.53343,50.121
-0.498012,51.9034
-0.035052,51.5253
-2.54125,51.4299
-2.0561,52.9701
-2.91348,53.4897
-1.31505,51.4057
-5.08158,50.1534
-1.55361,54.7787
0.147987,52.1433
0.12379,52.2336
-0.027678,51.5724
-1.76224,53.7939
-1.69042,53.8574
-2.31069,53.503
-1.13047,52.9569
-3.28032,55.9425
-0.747506,51.6292
1.15742,51.0946
-3.00277,53.0503
-3.18199,55.9786
-1.47732,54.9555
-0.785953,51.5745
-2.97573,53.4702
-2.11706,52.4912
0.523067,51.6146
-1.12452,53.5295
0.019326,51.477
-1.61288,54.97
-0.107127,51.3723
-0.726888,51.3484
-1.888,52.4484
-1.38987,54.9042
-0.134964,51.4298
-2.1196,53.6381
-2.68242,52.049
-1.888,50.8028
-2.52979,51.496
-0.040916,51.6706
-3.90243,51.6592
-3.83693,56.1287
-1.80535,52.4373
-2.05696,52.4904
-4.44408,55.8419
-0.197754,51.4975
-3.05212,53.3728
-1.628,53.7984
-1.20684,53.1357
-1.8911,53.7444
-0.253315,51.544
-0.122294,51.4405
-1.78167,53.7935
-4.27737,55.8537
-3.2017,51.5082
-0.05022,51.511
-0.155861,52.7808
-2.19934,53.0652
-0.613946,51.7069
-0.010017,51.4811
0.035959,51.6079
-1.64975,52.6185
-0.312422,51.3924
-2.22047,53.4906
-3.46912,51.1976
0.284195,50.7621
-0.014998,51.3497
-1.12564,52.6349
-1.11282,52.6407
-0.215225,51.5075
-1.42823,52.8978
-0.134356,50.8313
-0.116365,51.6124
-0.5791,51.2331
-0.100747,51.5436
-1.17955,52.9439
-2.47142,53.7479
-2.21827,53.4425
-1.24947,50.8779
-0.253815,51.5535
-4.21635,55.8485
-0.00331,51.5489
-2.22228,53.4915
-1.84367,50.7336
-2.24448,53.4462
-1.65047,53.835
-2.18221,53.6023
-1.16986,53.1543
-2.79946,54.0448
-2.18483,53.4041
-0.160415,51.5017
-2.19113,53.0306
-0.231997,52.5812
-1.38127,53.0742
-1.87336,50.8119
-0.376318,51.892
-2.97682,53.4387
-0.013357,51.4871
-0.491655,51.5368
-1.93491,53.8504
-2.01458,52.6003
-2.22237,53.4792
-2.49762,51.2931
-1.15002,52.9092
-0.11403,51.5223
-4.65509,55.6119
-2.96871,51.5766
-1.49689,53.4117
-1.46488,53.4209
-2.12798,53.5582
0.660526,51.6035
-1.87882,52.4681
-2.92639,53.4528
-2.24489,53.4649
-3.19844,51.5047
-0.234259,51.5929
-1.33011,52.0546
-0.42032,53.8435
0.401324,52.7445
-1.20144,52.7729
-0.05014,51.5601
-2.98916,53.413
-1.6135,54.9698
-0.121601,50.82
-1.3613,53.3238
-1.37501,50.9182
0.450569,51.7489
0.457985,51.3024
-1.56432,55.184
-0.368703,50.8181
-1.1362,52.6391
0.872868,51.1475
-1.75917,53.6409
-1.37362,53.5383
-1.19036,50.8199
-1.77897,53.5845
-1.16897,50.8088
-1.23314,53.3793
-1.93232,52.5192
-2.06504,52.4764
-2.32334,51.2273
-4.97855,51.7914
-0.284384,53.7479
-1.75006,53.8
1.28536,52.6319
0.311596,50.7973
-3.50496,50.5551
-0.113089,51.4474
-2.47791,53.7056
-1.49267,53.6775
-0.262634,51.5644
-1.32489,53.0908
-1.57452,52.41
-1.08295,53.965
-1.22195,53.1433
-2.247,53.4902
-2.0869,52.5836
-0.126196,51.5034
-1.07726,50.803
-0.151497,51.4941
-1.41643,50.9051
-1.42752,52.8957
-2.01072,52.4877
-2.64816,50.9422
-4.23835,55.8755
0.025131,51.4748
-1.84684,52.478
-1.5232,53.7889
-1.7988,50.7215
-2.98951,53.4019
0.022969,51.4715
-1.54138,53.9865
-0.266706,51.4876
-1.0298,50.8812
-4.22399,55.9067
-1.48903,53.4397
-2.02244,55.7635
-1.04812,52.6393
-1.51929,54.5386
-0.161227,51.6531
-0.000674,51.428
-1.90057,53.7122
-0.209823,51.6085
-1.13679,52.9538
-2.93443,53.3729
-2.57387,51.4953
0.000916,51.5926
-3.11299,55.9306
-1.57423,54.7687
-2.21611,53.1646
-1.53155,54.9519
-0.101105,51.587
-2.58556,51.419
-0.014076,51.5898
-2.84277,53.4128
-1.70448,52.6296
-1.39934,54.9068
0.525301,51.3473
-0.346453,51.5925
0.498373,51.5858
-1.76921,53.63
-2.9863,53.4258
-0.069324,51.5773
-0.457708,51.4703
-1.09505,52.9706
-0.472555,51.7538
-0.030506,51.5337
-1.20768,52.6498
-0.8133,50.842
-2.05862,52.5144
-0.145521,51.5101
-1.83115,50.7481
-3.43995,56.3897
-0.441404,51.8758
-2.17926,53.6183
-0.81398,52.252
-1.84311,52.4915
-2.1296,52.5989
1.16541,51.0778
-1.7812,53.6509
-0.373635,53.7538
0.071901,51.4328
0.732706,51.3404
-1.2099,51.7585
-0.100068,51.4768
-1.92727,52.4571
-2.20723,53.4642
0.010145,51.5662
-4.24415,55.8567
-0.05647,51.5199
-1.49604,52.4332
-0.319581,51.5108
-1.05471,51.4809
-0.267285,51.4875
0.083726,51.566
-1.30587,50.708
-2.27018,53.6992
-1.11023,51.2621
-2.17283,53.5245
-0.134848,51.5244
-4.13643,50.3764
-0.309111,51.49
-3.11276,51.0142
-1.8889,50.7225
-0.011551,51.4723
-2.86857,53.7701
-3.40585,53.3376
-2.41395,53.4542
-4.23688,55.8638
-2.48997,53.752
-1.23586,54.6774
-1.86133,52.4575
-2.2622,53.78
-1.11981,52.969
-1.36845,52.7249
-2.19659,52.5238
0.160756,52.6677
-1.62023,53.8015
-0.554992,51.3213
-1.15346,50.8111
-0.778119,51.6191
-1.10649,52.6249
0.04365,51.3154
-5.04692,50.2577
-0.454798,51.3732
-1.57058,53.8019
-0.536548,53.2281
-2.12116,52.4837
-2.99232,56.487
-2.62571,53.6506
-2.44002,52.6798
-2.50412,51.4544
-2.43955,53.1037
-3.90359,55.7773
-3.08624,55.8727
-2.43148,53.594
-3.04304,53.4379
-1.76327,53.7998
0.316343,51.4753
-2.13655,52.8866
-4.10252,50.3665
-0.042825,51.6666
-0.676371,52.2979
-0.280568,51.4637
0.27528,50.7713
-2.72875,52.7066
0.223157,51.6082
-1.55289,52.3678
-0.038344,51.3982
-1.55035,54.5251
-0.190151,51.3729
-2.85554,53.4491
-1.56961,53.7776
-3.26955,55.9266
-2.36183,53.7537
-1.78408,53.6505
-1.36329,52.7542
-0.411478,51.4873
-4.28233,55.8756
-0.550753,53.2289
-5.27146,50.1043
0.507571,51.3856
-0.183959,51.4929
-2.25711,53.4435
0.282161,51.506
-2.36692,53.449
-0.027935,51.443
-1.22619,53.4807
-0.096737,51.4945
-3.27847,55.9542
-1.43038,54.9841
-1.92877,52.4374
-1.66379,55.0093
-1.65685,52.636
-0.117091,51.6123
0.122451,51.4897
0.924834,51.8905
-1.31181,50.9114
-1.88116,53.7179
-2.66382,53.7651
-2.05794,52.3363
-1.98772,52.563
-0.749479,52.0083
-0.202554,51.4853
-3.09752,51.0148
-2.42361,51.5406
-0.050989,51.547
-4.07961,55.8128
-0.444601,51.4959
-3.96196,51.6281
0.942608,52.6741
-3.81931,51.6018
-0.575253,51.524
-2.10573,57.147
-0.221303,51.9017
-2.56598,51.5336
-1.93511,52.4261
-1.49718,53.7302
-4.5837,55.9478
-1.35652,50.9698
0.045221,51.4925
-2.34839,53.5035
-2.1566,53.6228
-2.72987,52.7383
0.469528,51.7325
-1.10003,52.6445
-2.08737,57.1382
0.535255,51.2805
-0.944321,53.3196
-1.30263,53.4965
-2.09194,53.6466
-1.06675,53.7824
-4.02619,55.8168
-0.085766,51.526
-0.336718,51.5151
-0.211953,51.2705
-0.144315,51.5149
1.40087,51.3805
-1.50103,53.8155
-2.22035,53.4092
-1.17321,50.818
-1.43428,50.9227
-1.31245,54.5594
-1.77974,52.4109
-2.01588,52.5192
-2.12318,52.5214
-2.58583,51.9107
1.40714,51.345
-0.074149,51.5143
-2.9895,53.4729
-1.71009,53.7828
-3.19723,51.5137
-1.36712,53.721
-4.04831,55.7789
-4.03425,51.668
-1.87571,52.4728
0.002764,51.4737
-2.7204,52.044
-2.37522,53.4522
-0.076397,51.6592
-0.094511,51.4823
-3.56531,50.4419
-3.80492,51.5958
0.278938,51.2098
-1.44894,53.3846
-0.234207,51.3743
-0.897389,52.238
-0.133283,51.4957
-1.64516,53.8341
-1.75608,52.4355
0.286722,50.7645
0.049815,51.4921
-2.92693,54.8887
0.116267,51.5552
-1.32831,54.5821
-4.13321,50.3768
-2.1813,53.0684
-0.802357,52.0469
-0.27194,51.5701
-4.41534,55.8472
-0.271409,52.2089
-4.716,50.4709
-0.776571,51.3377
-1.16789,52.9775
-4.25195,55.8838
-1.60077,53.8362
-2.57428,53.4061
-2.23126,53.5892
-0.19977,51.5085
0.048086,51.627
-1.79708,52.5734
-0.539522,50.808
-0.422784,51.3724
-1.87896,52.4688
-0.114961,52.5569
-0.308163,53.7638
-1.43414,54.3366
-1.84991,52.4831
-1.23885,51.7427
-0.245475,52.5838
-3.47256,53.3295
-0.049561,51.3745
-1.89354,52.4051
-1.74075,50.7425
0.510902,52.3455
-2.91016,53.2641
-2.5844,51.452
-1.89987,52.4667
-1.79338,53.6342
-1.05968,53.7796
-0.148321,51.3484
-1.91399,52.4754
-0.180845,51.5964
-0.111533,51.5339
-1.39698,52.5356
-0.198736,51.4799
0.183705,51.4632
0.274539,51.1467
-2.01369,52.5775
-4.41216,55.9248
-4.15347,55.942
-0.234724,51.5064
-2.17791,53.6558
-0.392299,51.3731
-0.807804,52.0285
-0.125655,51.5867
-2.93143,53.4283
-2.01386,50.7615
-1.54041,53.7969
-1.57384,54.6288
-1.70203,53.8281
-1.50123,52.4041
-2.10672,52.7849
-1.93641,52.4434
-2.15451,53.5052
-0.076016,51.47
-1.95344,52.7602
-0.783257,53.4085
-1.77972,52.4156
0.00405,51.5392
-0.111049,51.0073
-1.58614,54.699
-2.93975,51.3478
-4.09636,50.3672
-3.00265,53.4682
-2.98948,56.4839
0.524788,51.338
-1.87595,53.74
0.123944,51.5775
-1.91521,50.7473
-1.14664,52.6339
-2.15869,53.6164
0.025828,51.5782
-1.14774,52.6308
-1.03274,53.598
-2.15304,53.3912
-1.35685,53.4295
-1.89784,52.5187
-0.081925,51.463
-1.30259,52.946
-0.53866,53.2321
-0.334266,51.2936
0.003903,51.5982
-1.09038,52.9663
-1.47933,53.3468
-1.85667,52.4434
-2.66727,53.4654
0.550604,51.5672
-2.2572,53.4834
-2.18823,53.0164
-0.055839,51.5144
0.169109,51.2858
-2.56218,51.4707
-2.28102,53.4609
-1.83206,51.5591
-0.121151,51.3842
-1.16767,52.9659
-0.098477,51.3765
-4.24535,55.861
0.323317,51.4935
-1.82312,52.446
-0.004969,51.445
-1.40973,54.9006
-0.17815,51.4182
-0.153145,51.514
-0.205558,51.5885
-0.345902,51.5361
-0.005787,51.5582
-0.163402,51.1182
-1.26892,51.6836
-1.27348,53.0931
-0.085021,51.2788
-0.329195,50.8193
-0.214756,51.4089
-1.82266,52.5589
-1.79371,52.4101
-2.1992,53.55
-1.54627,53.8029
-1.51121,53.8535
0.752336,52.0407
-2.1666,53.0109
-1.08996,53.9723
-0.028134,51.4751
-0.432946,51.5249
-1.81486,52.5199
-1.60909,54.9261
-1.99083,52.5025
0.052045,51.6443
-2.47625,50.5962
-0.15481,51.5975
-2.16879,53.5703
-1.5938,54.9879
-2.36154,51.3867
-4.31219,51.8575
-0.712611,51.3301
-1.34476,52.05
-0.400824,51.6516
-0.129319,51.5608
-0.108773,51.4404
-0.424582,50.824
-1.61007,52.7947
-0.127107,51.4179
-0.405999,53.7282
-0.111229,51.4053
-3.03845,53.4225
-0.158649,51.549
-1.3691,50.945
-1.61224,54.9228
-1.79602,52.4835
0.041236,51.3968
-2.00973,51.3555
-1.78786,53.7998
-1.4052,53.3839
-2.11117,53.5366
-2.49133,53.752
-2.10212,52.9736
-3.46601,56.4188
0.266233,50.8012
-1.4639,52.524
-2.29814,53.4547
-2.11693,51.9969
-4.23084,55.8504
-0.262735,52.599
-0.119652,51.5188
-0.497602,51.4306
0.386302,51.4388
-0.213902,51.4824
-0.294597,51.4079
-0.413722,51.4184
-1.49253,51.776
-2.99215,53.3538
-0.202519,51.7895
0.131192,51.7876
-2.4316,53.5769
-0.074373,51.3996
0.872572,51.1427
-0.217516,51.4599
-2.57858,51.4585
0.298732,50.7896
-1.60342,52.8092
-1.13663,52.6097
-2.92236,53.399
-0.496634,52.1272
0.031204,51.5466
0.452421,51.5609
0.480392,51.7273
-4.42184,55.8362
-3.46719,55.9343
-2.15341,53.4096
-0.084292,53.5621
-0.133487,51.5506
-2.0945,52.4789
-0.611802,51.184
-1.29952,53.1263
-0.299969,51.4646
0.053024,51.4802
-0.340001,51.7218
0.899041,51.168
